,query,intent,,
1224,"Last payment, was that a go or no?",transaction_query,,
1225,someone skimmed my card at the atm,fraud_report,,
1226,last payment pls i?? abt 2 explode,transaction_query,,
1227,tiny charges then big ones??raud!!,fraud_report,,
1228,fraud all over dis,fraud_report,,
1229,"Last trans, smooth or glitchy?",transaction_query,,
1230,has my loan hit approval stage?,loan_inquiry,,
1231,"got Whatsapp msg from ??ech Team,??lol",fraud_report,,
1232,bought somethin off Instagram??otal scam!!,fraud_report,,
1233,latest transction?? NEED ANSWERS,transaction_query,,
1234,random password reset emails??raud??,fraud_report,,
1235,Has my loan request moved to the next stage?,loan_inquiry,,
1236,any issues w/ my loan?,loan_inquiry,,
1237,That check is for an amount I never authorized.,fraud_report,,
1238,ain't even funny now,fraud_report,,
1239,"ATM ate my card, money gone ??",fraud_report,,
1240,What small business loans are available?,loan_inquiry,,
1241,1 sec i got scammed ??,fraud_report,,
1242,my card?? maxed out cuz fraud??ls help!!,fraud_report,,
1243,can i apply by txt?,loan_inquiry,,
1244,do i check off da loan points?,loan_inquiry,,
1245,Someone may have stolen my checks??lease block them.,fraud_report,,
1246,umm what?? my acc balance like these days,balance_inquiry,,
1247,can i get an edu loan?,loan_inquiry,,
1248,Did that last trans go through smoothly?,transaction_query,,
1249,May I ascertain the funds remaining in my savings?,balance_inquiry,,
1250,This charge is completely unrecognized. Refund me.,fraud_report,,
1251,"Hey, loan type, now plz?",loan_inquiry,,
1252,"Yo, what?? up with this random $89 charge?",fraud_report,,
1253,someone snatched my check outta the mailbox!!,fraud_report,,
1254,What loan plans do u got?,loan_inquiry,,
1255,catch the fraudsters quick,fraud_report,,
1256,halp me obi-wan??r my only hope (reset pass),password_reset,,
1257,how much in my acc? prays silently,balance_inquiry,,
1258,am i eligible to be loaned?,loan_inquiry,,
1259,atm fraud fees r killer,fraud_report,,
1260,"hey, any buzz on my loan app status?",loan_inquiry,,
1261,Who?? the merchant for my most recent payment?,transaction_query,,
1262,i forgot my secret Qs too??ls reset pass,password_reset,,
1263,"Need a loan, how do I get in on it?",loan_inquiry,,
1264,The last time I spent money??hat?? the company name?,transaction_query,,
1265,help me out big time,fraud_report,,
1266,Take this charge off. I?? not paying it.,fraud_report,,
1267,"$1,500 AT ""DREAM VACAY""? I CAN?? AFFORD TOILET PAPER??IX THIS NOW!!",fraud_report,,
1268,Kindly outline the procedure to apply for financing.,loan_inquiry,,
1269,Can you tell me when my last payment went through?,transaction_query,,
1270,Please inform me whether I meet the criteria for a jumbo loan.,loan_inquiry,,
1271,Please advise if I satisfy the conditions for a community development loan.,loan_inquiry,,
1272,"send reset code for my pwd, thx",password_reset,,
1273,balance check pls! bites nails,balance_inquiry,,
1274,I would appreciate an update on any decisions made concerning my loan application.,loan_inquiry,,
1275,Was the last transaction fine or glitchy?,transaction_query,,
1276,Please inform me whether I qualify for a reverse mortgage.,loan_inquiry,,
1277,got video call request from random tech dude,fraud_report,,
1278,Who?? the merchant for my most recent purchase?,transaction_query,,
1279,"$300 AT ""PREMIUM APPAREL""? I WEAR SWEATPANTS??EVERSE THIS FRAUD!!",fraud_report,,
1280,Please provide me with a password recovery link.,password_reset,,
1281,"pulled cash, phone alerted fraud",fraud_report,,
1282,"phone # on screen, says ??all now,??yawns",fraud_report,,
1283,how come my $$$ not process?,transaction_query,,
1284,"dude asked me to run ??md??commands, felt shady",fraud_report,,
1285,"help me out, how d i start a credit card appl?",credi_card_application,,
1286,"hey, is my loan being looked at?",loan_inquiry,,
1287,"saw a ??icrosoft Defender??fake site, dumb",fraud_report,,
1288,Please specify the steps required for a complete loan application.,loan_inquiry,,
1289,what?? my latest financial L,transaction_query,,
1290,Was the last action completed properly?,transaction_query,,
1291,scammers made fake checks lookin like mine!!,fraud_report,,
1292,why?? there a $1 charity charge? Didn?? donate!,fraud_report,,
1293,Did the last one pass or fail?,transaction_query,,
1294,I think my checkbook was copied.,fraud_report,,
1295,Was the last trans successful or nah?,transaction_query,,
1296,can u hook me up with a card application?,credi_card_application,,
1297,Can you tell me if my loan has been approved or needs more information?,loan_inquiry,,
1298,What's da loan apply route?,loan_inquiry,,
1299,"hey, how do i apply 4 a credit card?",credi_card_application,,
1300,Do you have the exact date and time of my last transaction?,transaction_query,,
1301,May I learn about your student credit card application protocol?,credi_card_application,,
1302,help! forgot everythin??eed pass reset,password_reset,,
1303,What do I need 2 do 4 a loan appl?,loan_inquiry,,
1304,am i set 2 snag a loan?,loan_inquiry,,
1305,Wot loans u got rn?,loan_inquiry,,
1306,Please review my financial information and confirm whether I meet the necessary criteria for loan consideration.,loan_inquiry,,
1307,May I be informed of any promotional rates available for new applicants?,credi_card_application,,
1308,hey whats the $ in my account right now,balance_inquiry,,
1309,Please confirm the balance of my savings account.,balance_inquiry,,
1310,atm gave me $$ then took it back,fraud_report,,
1311,"The last trans, was it a win or did it crash?",transaction_query,,
1312,list loan packages pls,loan_inquiry,,
1313,card was safe w me!,fraud_report,,
1314,what is this? i aint spend this money,fraud_report,,
1315,How do I apply for a graduate student loan?,loan_inquiry,,
1316,I require a password reset to access my account.,password_reset,,
1317,my payment fail??hy happenin?,transaction_query,,
1318,do i fit in da loan eligibility mold?,loan_inquiry,,
1319,Was that last thing a success or nah?,transaction_query,,
1320,Could you advise if my credit and income meet your reverse-mortgage eligibility requirements?,loan_inquiry,,
1321,That check endorsement doesn?? look like mine.,fraud_report,,
1322,"got webpage saying ??upport needed,??pop-up junk",fraud_report,,
1323,pls reset pass b4 i lose my mind,password_reset,,
1324,how soon can i apply?,loan_inquiry,,
1325,checks i didn?? write cashin??y book was stolen!!,fraud_report,,
1326,Was the previous transaction successful and error-free?,transaction_query,,
1327,Did the previous payment complete as expected?,transaction_query,,
1328,Was the recent transaction finalized without problems?,transaction_query,,
1329,Can you tell me when my last transaction was done?,transaction_query,,
1330,what financing plans do u got?,loan_inquiry,,
1331,Did the previous transaction complete without issues?,transaction_query,,
1332,"$700 TO ""LUXURY CARS""? I RIDE THE BUS??IX THIS OR I?? CALLING LAWYERS!!",fraud_report,,
1333,do my stats qualift 4 a loan?,loan_inquiry,,
1334,What do I do 2 get a loan apply?,loan_inquiry,,
1335,"Loan service, how it work?",loan_inquiry,,
1336,my bal?? -7.25 rn,fraud_report,,
1337,my spend bounced??hat?? the dealio?,transaction_query,,
1338,Can you give me the time and date of the last purchase I made?,transaction_query,,
1339,"WHO THE HELL IS ""GLOBAL DELIVERY""? I DIDN?? ORDER ANYTHING??CAMMERS!!",fraud_report,,
1340,How do I go abt gettin a loan?,loan_inquiry,,
1341,why?? my tax refund gone? Fraud!!,fraud_report,,
1342,Would you kindly inform me if my current financial profile meets the requirements for a loan?,loan_inquiry,,
1343,washed checks cashed for higher amounts!!,fraud_report,,
1344,can u pls update me on my loan app?,loan_inquiry,,
1345,"my pass isn?? accepted, reset plz",password_reset,,
1346,error on cc submission,credi_card_application,,
1347,"got a Teams invite from stranger, odd",fraud_report,,
1348,What are the steps to apply for a startup seed funding loan?,loan_inquiry,,
1349,Did the transaction go through without any issues?,transaction_query,,
1350,Did that last payment work properly?,transaction_query,,
1351,What was the exact date and time for my last payment?,transaction_query,,
1352,what?? that charge from ??loop LLC??transaction_query,,,
1353,There?? a foreign endorsement on a domestic check.,fraud_report,,
1354,Please inform me of any updates regarding my loan application.,loan_inquiry,,
1355,Could you inform me about your salary-backed loan offerings?,loan_inquiry,,
1356,How do I hop on da loan application train?,loan_inquiry,,
1357,what?? the damage in my acc? lmk,balance_inquiry,,
1358,How do I call up the loan app process?,loan_inquiry,,
1359,account balance,balance_inquiry,,
1360,"hey bank, what loans u offer?",loan_inquiry,,
1361,I would like to understand the necessary steps for progressing with my loan application; please advise.,loan_inquiry,,
1362,How do I upload documents for an online loan application?,loan_inquiry,,
1363,how do i put in a loan request?,loan_inquiry,,
1364,Can u tell me how 2 jump in on a loan?,loan_inquiry,,
1365,Do u hav refi loans?,loan_inquiry,,
1366,Could you please outline the necessary procedures to apply for a loan?,loan_inquiry,,
1367,May I inquire if I satisfy the requirements for a VA-backed loan?,loan_inquiry,,
1368,can i be marked 4 a loan?,loan_inquiry,,
1369,Can you confirm that I meet the necessary prerequisites for a loan application?,loan_inquiry,,
1370,Was the previous payment processed successfully?,transaction_query,,
1371,I didn?? make this payment. Can you stop whoever?? doing this?,fraud_report,,
1372,Can you confirm if my loan application has reached the next stage of processing?,loan_inquiry,,
1373,how much $ my checking got? clueless lol,balance_inquiry,,
1374,Please send me a summary of your lending programs.,loan_inquiry,,
1375,Was the last transaction smooth or nah?,transaction_query,,
1376,Was the last payment processed properly?,transaction_query,,
1377,why?? my bread not slidin thru?,transaction_query,,
1378,collections call for debt I don?? owe??raud!,fraud_report,,
1379,This is infuriating??AVINGS BALANCE STAT!,balance_inquiry,,
1380,Scammed bad by sum sketchy guy??elp!,fraud_report,,
1381,What business processed my most recent charge?,transaction_query,,
1382,who?? depositin checks into my acc without askin??,fraud_report,,
1383,Stole my cash! Help me recover it pls.,fraud_report,,
1384,Who?? listed as the business for my last payment?,transaction_query,,
1385,"Loan u do, tell me.",loan_inquiry,,
1386,Was the last payment made correctly?,transaction_query,,
1387,How ur loans made up?,loan_inquiry,,
1388,How do I start off on da loan apply?,loan_inquiry,,
1389,do u have small biz loans?,loan_inquiry,,
1390,Was the transaction finalized successfully?,transaction_query,,
1391,Can you give me the time and date of the last thing I bought?,transaction_query,,
1392,May I have additional details on how to start a loan application?,loan_inquiry,,
1393,I was literally scammed; gimme back $$!,fraud_report,,
1394,My password has expired; please reset it.,password_reset,,
1395,This is critical??ow much is in my savings account?!,balance_inquiry,,
1396,Could you provide the current balance of my savings account?,balance_inquiry,,
1397,smthin fishy goin on,fraud_report,,
1398,May I request confirmation on the current evaluation of my loan application?,loan_inquiry,,
1399,any student loan options?,loan_inquiry,,
1400,The latest transaction??hat?? the business name?,transaction_query,,
